""	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"
""	"FBXO6; MNDA; ADAM9; GCA; TDRD6; PLA2G7; ZNF702P; TFEC; APOL2; DDO; MPEG1; C2; ANKRD34B; FCGR1BP; SLC22A16; FCAR; DMXL2; MSR1; CMPK2; FOS; RSAD2; DDX60; PSME2P2; SLC1A3; LILRA1; CYP27A1; ODF3B; TYMP; TAP1; TGM2; PSMB9; SCO2; FAM20C; APOL1; NMI; SBNO2; TNFAIP6; LILRB1; DYSF; GM2A; HORMAD1; RHOQP3; LILRB3; C1QA; AQP9; LILRA6; LILRB4; ZEB2-AS1; CASP5; AIM2; MT2A; SCARF1; C1QB; DSE; ATP6V1B2; CTSS; IFITM3; NEXN; MS4A4A; LMO2; LILRB5; CASP1; DUSP3; HCK; BCL3; VRK2; FAM20A; SERPINA1; CLEC5A; CXCR2P1; RUFY4; CREB5; HLA-DQB1-AS1; AIF1; MARCO; EPB41L3; STEAP4; CARD17; CARD16; LILRB2; RNF217; VAMP5; ASGR2; HERC5; LMNB1; DSC2; SLC8A1; LILRA5; STK32B; IL31RA; IL4I1; ITPRIPL2; SAMD9L; SLAMF8; TNFSF13B; IFNGR2; IFI44L; ATF5; SIGLEC11; SAMD4A; NCF1; GPBAR1; RAB31; GCH1; BACH1; ASAP2; LHFPL2; FGL2; SNX10; IL15; IL27; LILRA3; NCF1C; RBM47; JAK2; LAP3; CCDC149; PSTPIP2; PSME2; BLVRA; CES1; AK4; IFI44; KREMEN1; APOBEC3A; PKMYT1; KYNU; SLC6A12; SIGLEC16; MCTP1; RGS1; IGSF6; ADM; RAB20; PRRG4; IFI30; NFIX; NAMPT; CTSB; NFAM1; IRF7; WDFY3; SOD2; EPSTI1; FAM151B; IRAG1; FZD5; PLBD1; CDHR5; CD274; FRMD3; STAT1; TMEM51; SECTM1; SOCS3; MUC1; DOCK4; KCNJ2; EMILIN2; NLRC4; FAM110B; PSMA4; NPC2; BST1; ARNTL2; NCF1B; IRF1; SH3PXD2B; C1DP1; DUSP1; CXCL10; MX1; MEFV; CHST15; TMEM176B; TMEM176A; TCN2; HBEGF; SMTNL1; UBE2L6; IL1B; CYP1B1-AS1; STAT2; CYP1B1; LRG1; EGR3; LIPN; ANKRD22; SERPING1; NLRP3; SEMA6B; MAFB; NHSL1; TMEM106A; CDCP1; TLR2; IL15RA; CXCL16; ZMYND15; IL1RN; COX17P1; SCARB2; GBP3; SIGLEC1; FAM157B; PLEKHO1; LPCAT2; H2BC18; FCGR1A; DTX3L; PARP9; GPRC5C; BEST1; PARP14; GBP1; TRPV4; BATF2; GBP2; GBP4; LRRK2; IFIT1; IFIT2; GBP5; IFIT3; CD300E; GBP1P1; FPR2; CRISPLD2; FPR1; PLA2G4A; LYN; CD38; FAM72A; TMTC1; TMEM150B; SDC3; LYZ; EGR2; PLEKHG6; VCAN; FGD4; NOD2; SMAD1; PLSCR1; UBE2D1; ETV7; FCER1G; ACVRL1; ACSL1; ADAP2; TREM1; APOBEC3B; CLEC4G; CD36; WDR49; CDKN1A; PRLR; IFI6; PKHD1L1; ATF3; BATF3; ISG15; MTHFD2; PFKFB3; TRAFD1; WARS1; KLF4; IFIH1; STX11; TRIB1; LRRC4; ICAM1; SEPTIN4; CASP7; OAS3; CDC42EP2; OAS2; CD14; BCL2A1; HSPA6; FCGR2C; FCGR2A; KCNJ15; TLR4; ANO5; GNB4; SDSL; GLT1D1; CCR1; CCR2; TNFSF10; CCRL2; GPR84; CLEC6A; MPZL2; CLEC4D; CLEC4E; MORN2; MYOF; DRAM1; SRGN; DPYD; ADAMTSL4; EXOC3L1; EXT1; SORT1; DHRS9; IGF2BP3; TLR1; MEGF9; GNG10; XAF1; OASL; NGFR; ADPRH; P2RX7; IFI35; FFAR2; XKR8; PLXDC2; APOL6; P2RY13; P2RY12; LAMP3; ACP3; ZNF703; TNFAIP2; HP; MARCKS; DUSP6; SLC46A2; HSPA7; SLC31A2; SRC; APOL3; RASGEF1B; AANAT; KCTD12; APOL4; S100A9; S100A12; S100A8; SLC31A1; GLUL; IDO1; GRINA; OPLAH; C3AR1; PLXNC1; HLX; VDR; FCN1; SLC24A4; LACTB; ALDH1A1; RTP4; BCL6; SHTN1; SLC49A3; LTBR; LINC00482; MSRB1; FAM241A; WDFY3-AS2; SQOR; MIR22HG; SCIMP; RAB39A; MCEMP1; OAS1; CTSL; NAMPTP1; GASK1B; NECTIN2; SMCO4; HCAR2; CALHM6"	""	""	"19"	"39"	"years"	"20"	"peripheral blood mononuclear cell"	"CL:2000001"	"FBXO6; MNDA; ADAM9; GCA; TDRD6; PLA2G7; ZNF702P; TFEC; APOL2; DDO; MPEG1; C2; ANKRD34B; FCGR1B; SLC22A16; FCAR; DMXL2; MSR1; CMPK2; FOS; RSAD2; DDX60; PSME2P2; SLC1A3; LILRA1; CYP27A1; ODF3B; TYMP; TAP1; TGM2; PSMB9; SCO2; FAM20C; APOL1; NMI; SBNO2; TNFAIP6; LILRB1; DYSF; GM2A; HORMAD1; RHOQP3; LILRB3; C1QA; AQP9; LILRA6; LILRB4; ZEB2-AS1; CASP5; AIM2; MT2A; SCARF1; C1QB; DSE; ATP6V1B2; CTSS; IFITM3; NEXN; MS4A4A; LMO2; LILRB5; CASP1; DUSP3; HCK; BCL3; VRK2; FAM20A; SERPINA1; CLEC5A; CXCR2P1; RUFY4; CREB5; HLA-DQB1-AS1; AIF1; MARCO; EPB41L3; STEAP4; CARD17; CARD16; LILRB2; RNF217; VAMP5; ASGR2; HERC5; LMNB1; DSC2; SLC8A1; LILRA5; STK32B; IL31RA; IL4I1; ITPRIPL2; SAMD9L; SLAMF8; TNFSF13B; IFNGR2; IFI44L; ATF5; SIGLEC11; SAMD4A; NCF1; GPBAR1; RAB31; GCH1; BACH1; ASAP2; LHFPL2; FGL2; SNX10; IL15; IL27; LILRA3; NCF1C; RBM47; JAK2; LAP3; CCDC149; PSTPIP2; PSME2; BLVRA; CES1; AK4; IFI44; KREMEN1; APOBEC3A; PKMYT1; KYNU; SLC6A12; SIGLEC16; MCTP1; RGS1; IGSF6; ADM; RAB20; PRRG4; IFI30; NFIX; NAMPT; CTSB; NFAM1; IRF7; WDFY3; SOD2; EPSTI1; FAM151B; MRVI1; FZD5; PLBD1; CDHR5; CD274; FRMD3; STAT1; TMEM51; SECTM1; SOCS3; MUC1; DOCK4; KCNJ2; EMILIN2; NLRC4; FAM110B; PSMA4; NPC2; BST1; ARNTL2; NCF1B; IRF1; SH3PXD2B; C1DP1; DUSP1; CXCL10; MX1; MEFV; CHST15; TMEM176B; TMEM176A; TCN2; HBEGF; SMTNL1; UBE2L6; IL1B; CYP1B1-AS1; STAT2; CYP1B1; LRG1; EGR3; LIPN; ANKRD22; SERPING1; NLRP3; SEMA6B; MAFB; NHSL1; TMEM106A; CDCP1; TLR2; IL15RA; CXCL16; ZMYND15; IL1RN; COX17P1; SCARB2; GBP3; SIGLEC1; FAM157B; PLEKHO1; LPCAT2; HIST2H2BF; FCGR1A; DTX3L; PARP9; GPRC5C; BEST1; PARP14; GBP1; TRPV4; BATF2; GBP2; GBP4; LRRK2; IFIT1; IFIT2; GBP5; IFIT3; CD300E; GBP1P1; FPR2; CRISPLD2; FPR1; PLA2G4A; LYN; CD38; FAM72A; TMTC1; TMEM150B; SDC3; LYZ; EGR2; PLEKHG6; VCAN; FGD4; NOD2; SMAD1; PLSCR1; UBE2D1; ETV7; FCER1G; ACVRL1; ACSL1; ADAP2; TREM1; APOBEC3B; CLEC4G; CD36; WDR49; CDKN1A; PRLR; IFI6; PKHD1L1; ATF3; BATF3; ISG15; MTHFD2; PFKFB3; TRAFD1; WARS; KLF4; IFIH1; STX11; TRIB1; LRRC4; ICAM1; SEPT4; CASP7; OAS3; CDC42EP2; OAS2; CD14; BCL2A1; HSPA6; FCGR2C; FCGR2A; KCNJ15; TLR4; ANO5; GNB4; SDSL; GLT1D1; CCR1; CCR2; TNFSF10; CCRL2; GPR84; CLEC6A; MPZL2; CLEC4D; CLEC4E; MORN2; MYOF; DRAM1; SRGN; DPYD; ADAMTSL4; EXOC3L1; EXT1; SORT1; DHRS9; IGF2BP3; TLR1; MEGF9; GNG10; XAF1; OASL; NGFR; ADPRH; P2RX7; IFI35; FFAR2; XKR8; PLXDC2; APOL6; P2RY13; P2RY12; LAMP3; ACPP; ZNF703; TNFAIP2; HP; MARCKS; DUSP6; SLC46A2; HSPA7; SLC31A2; SRC; APOL3; RASGEF1B; AANAT; KCTD12; APOL4; S100A9; S100A12; S100A8; SLC31A1; GLUL; IDO1; GRINA; OPLAH; C3AR1; PLXNC1; HLX; VDR; FCN1; SLC24A4; LACTB; ALDH1A1; RTP4; BCL6; KIAA1598; MFSD7; LTBR; LINC00482; SEPX1; C4orf32; WDFY3-AS2; SQRDL; MIR22HG; C17orf87; RAB39; C19orf59; OAS1; CTSL1; NAMPTP1; FAM198B; PVRL2; C11orf75; GPR109A; FAM26F"	"N"	"gene expression"	"up"	"vaccinated with AS03 adjuvant vs phosphate-bufferred saline"	"time of vaccination"	"1"	"day"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO:0004903"	""	"Influenza A virus (A/Indonesia/5/2005(H5N1))"	"400788"	"2005mv"	"AS03 (VO:0001320)"	"intramuscular"	""	"30566602"	"2019"	"https://academic.oup.com/jid/article/219/11/1786/5253567"	"Suppl Table 1"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6500554/bin/jiy721_suppl_supplementary_table_1a.xlsx"	""	"378"	"377"	"2"	"386"	"30566602_2_386"
""	"IL4; CXCL8; CCL2; IFNA1; IL12B; CCL7; CXCR4"	""	""	"3"	"17"	"years"	"46"	"whole blood"	"UBERON:0000178"	"IL4; IL8; CCL2; IFNA1; IL12B; CCL7; CXCR4"	"N"	"gene expression"	"down"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"Fluzone; Fluarix (IIV)"	"VO:0000047; VO:0000045"	""	"Influenza A virus (A/California/7/2009(H1N1)); Influenza A virus (A/Switzerland/9715293/2013(H3N2)); Influenza B virus (B/Phuket/3073/2013)"	"1316510; 119210; 11520"	"2015"	""	""	""	"29132989"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711596/"	"Fig 1"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711596/figure/F1/"	"IIV (inactivated influenza vaccine)"	"7"	"7"	"1"	"387"	"29132989_1_387"
""	"IFI6; IFIT3; CXCL10; MX1; TNFSF10"	""	""	"3"	"17"	"years"	"26"	"whole blood"	"UBERON:0000178"	"IFI6; IFIT3; CXCL10; MX1; TNFSF10"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"Flumist Quadrivalent (LAIV)"	"VO:0000982"	""	"Influenza A virus (A/California/7/2009(H1N1)); Influenza A virus (A/Switzerland/9715293/2013(H3N2)); Influenza B virus (B/Phuket/3073/2013); Influenza B virus (B/Brisbane/60/2008)"	"1316510; 119210; 11520; 604436"	"2015qv"	""	""	""	"29132989"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711596/"	"Fig 1"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711596/figure/F1/"	"LAIV (live attenuated influenza vaccine)"	"5"	"5"	"2"	"388"	"29132989_2_388"
""	"CXCR4; CCL7; CRP"	""	""	"3"	"17"	"years"	"26"	"whole blood"	"UBERON:0000178"	"CXCR4; CCL7; CRP"	"N"	"gene expression"	"down"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"Flumist Quadrivalent (LAIV)"	"VO:0000982"	""	"Influenza A virus (A/California/7/2009(H1N1)); Influenza A virus (A/Switzerland/9715293/2013(H3N2)); Influenza B virus (B/Phuket/3073/2013); Influenza B virus (B/Brisbane/60/2008)"	"1316510; 119210; 11520; 604436"	"2015qv"	""	""	""	"29132989"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711596/"	"Fig 1"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5711596/figure/F1/"	"LAIV (live attenuated influenza vaccine)"	"3"	"3"	"3"	"389"	"29132989_3_389"
""	"GRN; IFITM1; CD63"	""	"adults (20-50+), subgroup nonresponders"	"20"	""	"years"	"34"	"whole blood"	"UBERON:0000178"	"GRN; IFITM1; CD63"	"N"	"gene expression"	"up"	"nonresponders vs responders"	"time of vaccination"	"0"	"days"	"Engerix-B"	"VO:0010711"	""	"Hepatitis B virus"	"10407"	""	""	""	""	"30205979"	"2018"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Fig 1"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub#f0005"	"Only included genes reported in text, other genes also DE"	"3"	"3"	"1"	"390"	"30205979_1_390"
""	"TULP4"	""	"adults (20-50+), subgroup responders"	"20"	""	"years"	"34"	"whole blood"	"UBERON:0000178"	"TULP4"	"N"	"gene expression"	"up"	"responders vs nonresponders"	"time of vaccination"	"0"	"days"	"Engerix-B"	"VO:0010711"	""	"Hepatitis B virus"	"10407"	""	""	""	""	"30205979"	"2018"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Fig 1"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub#f0005"	"Only included genes reported in text, other genes also DE"	"1"	"1"	"2"	"391"	"30205979_2_391"
""	"IFITM1"	""	"adults (20-50+), subgroup responders"	"20"	""	"years"	"34"	"whole blood"	"UBERON:0000178"	"IFITM1"	"N"	"gene expression"	"up"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"Engerix-B"	"VO:0010711"	""	"Hepatitis B virus"	"10407"	""	""	""	""	"30205979"	"2018"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Discussion"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Only included genes reported in text, other genes also DE"	"1"	"1"	"3"	"392"	"30205979_3_392"
""	"KCTD7"	""	"adults (20-50+), subgroup nonresponders"	"20"	""	"years"	"34"	"whole blood"	"UBERON:0000178"	"KCTD7"	"N"	"gene expression"	"down"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"Engerix-B"	"VO:0010711"	""	"Hepatitis B virus"	"10407"	""	""	""	""	"30205979"	"2018"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Results: Non-responders"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Only included genes reported in text, other genes also DE"	"1"	"1"	"4"	"393"	"30205979_4_393"
""	"DCAF12; MARCHF8"	""	"adults (20-50+)"	""	""	""	"34"	"whole blood"	"UBERON:0000178"	"DCAF12; MARCH8"	"N"	"gene expression"	"up"	"3d vs 0d"	"time of vaccination"	"3"	"days"	"Engerix-B"	"VO:0010711"	""	"Hepatitis B virus"	"10407"	""	""	""	""	"30205979"	"2018"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Results: Non-responders"	"https://www.sciencedirect.com/science/article/pii/S0264410X18312362?via%3Dihub"	"Only included genes reported in text, other genes also DE"	"2"	"2"	"5"	"394"	"30205979_5_394"
""	"TNF; IFNG"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"TNFa; IFNg"	"N"	"gene expression"	"up"	"VZV challenged post-vaccination vs unchallenged"	"time of challenge (second dose)"	"72"	"hours"	"Zostavax"	"VO:0000124"	"Varicella zoster virus (VZV) antigen challenge"	"Human alphaherpesvirus 3"	"10335"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 6B"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F6/"	"marked upregulation of genes involved in signaling pathways associated with innate immune responses, inflammation, antiviral immune responses, and inflammatory cytokine signaling"	"3"	"2"	"1"	"395"	"30247603_1_395"
""	"GZMB; GNLY; GZMA; CD8A"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"GZMB; GNLY; GZMA; CD8A"	"N"	"gene expression"	"up"	"VZV challenged post-vaccination vs unchallenged"	"time of challenge (second dose)"	"72"	"hours"	"Zostavax"	"VO:0000124"	"Varicella zoster virus (VZV) antigen challenge"	"Human alphaherpesvirus 3"	"10335"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Results: Transcriptional Analysis After Zostavax Vaccination"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	""	"4"	"4"	"2"	"396"	"30247603_2_396"
""	"CXCL10; GZMB; CXCL9; SERPINA1; FCGR1A; FPR1; GNLY; IDO1; PLAC8; LYZ; KLRC2; SELL; FCGR1BP; PRKCQ; XCL1; CCL5; GBP5; ITGAL; CD2; UBD; KLHDC7B; CTLA4; TRGV9; CLEC4E; GZMA; EOMES; CLEC12A; TARP; TRGC2; CD8A"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"CXCL10; GZMB; CXCL9; SERPINA1; FCGR1A; FPR1; GNLY; IDO1; PLAC8; LYZ; KLRC2; SELL; FCGR1B; PRKCQ; XCL1; CCL5; GBP5; ITGAL; CD2; UBD; KLHDC7B; CTLA4; TRGV9; CLEC4E; GZMA; EOMES; CLEC12A; TARP; TRGC2; CD8A"	"N"	"gene expression"	"up"	"VZV challenged post-vaccination vs unchallenged"	"time of challenge (second dose)"	"72"	"hours"	"Zostavax"	"VO:0000124"	"Varicella zoster virus (VZV) antigen challenge"	"Human alphaherpesvirus 3"	"10335"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 6A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F6/"	"Table showing the top 30 genes upregulated at 72 hours after varicella zoster virus (VZV) challenge before and after vaccination."	"30"	"30"	"3"	"397"	"30247603_3_397"
""	"CXCL10; IL6; IL1B; FPR1; SELE; CXCL8; CXCL2; PTX3; SERPINA1; FOSL1; FCGR1A; CXCL1; OASL; FCGR1BP; BCL2A1; IRF1; ICAM1; RGS16; MMP12; SELL; UBD; CXCL9; CH25H; CCL3; CCL8; CCL2; IL1RL1; GZMB; ADAMTS8"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"CXCL10; IL6; IL1B; FPR1; SELE; IL8; CXCL2; PTX3; SERPINA1; FOSL1; FCGR1A; CXCL1; OASL; FCGR1B; BCL2A1; IRF1; ICAM1; RGS16; MMP12; SELL; UBD; CXCL9; CH25H; CCL3; CCL8; CCL2; IL1RL1; GZMB; ADAMTS8"	"N"	"gene expression"	"up"	"6hr vs 0hr"	"time of vaccination"	"6"	"hours"	"Zostavax"	"VO:0000124"	"Varicella zoster virus (VZV) antigen challenge"	"Human alphaherpesvirus 3"	"10335"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Suppl Table 2"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/bin/jiy420_suppl_supplementary_table_2.docx"	"A List of the top 30 genes upregulated at 6 hours post VZV challenge"	"30"	"29"	"4"	"398"	"30247603_4_398"
""	"ALDH4A1; LINC00113; CARS2; BABAM1; PEX6; ARHGEF9; FIGN; TTC28-AS1; EDN3; ULK2; GGCX; PIGG; CCS; CEP41; RFXANK; DHX16; C5orf63; PLEKHJ1; AKAP1; NDUFV1; SLC52A1; DCBLD1; CAPN3; ZBTB16; ELP4; CDK5RAP3; KANK1; IRX5; SRY; THADA; HSPB3; ERICH1; PRMT7; ATG16L2; FAHD2A; NUDT22; AQP11; TARBP2; ANKRD13D; SIRT5; MAP6; SAMD1; NIT1; ZNF300P1; ERC1; SHOX2; TFCP2; MMAB; NECAB3; AIG1; TMEM184A; PCCA; SLC9A9; NHLH1; ZNF341; MRPS6; LINC00310; VPS45; TMEM63A; LRRC28; COX4I1; COQ9; ANKS6; RUSC1-AS1; CUL9; MORF4L2-AS1; STX16; TMEM254-AS1; SDCCAG8; DUT; TRPM4; VILL; BTNL9; RPUSD3; RUFY3; ACOT13; MRPS16; VPS26B; TET1; RBM19; SAMM50; ZNF32; TBX5; CEP152; MAP3K4; ALS2CL; RPL32P3; DYNC2I2; TCTA; INTS8; MED12L; PIN4; SEC16B; PRCD; HHAT; SPAG8; PCGF1; NDUFA8; USP40; SCARB1; MIR30C2; PER1; LINC01550; PTCSC1; LEXM; AFDN-DT; LDAH; FLJ20021; SUGP1; DMAC1"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"ALDH4A1; LINC00113; CARS2; BABAM1; PEX6; ARHGEF9; FIGN; TTC28-AS1; EDN3; ULK2; GGCX; PIGG; CCS; CEP41; RFXANK; DHX16; C5orf63; PLEKHJ1; AKAP1; NDUFV1; SLC52A1; DCBLD1; CAPN3; ZBTB16; ELP4; CDK5RAP3; KANK1; IRX5; SRY; THADA; HSPB3; ERICH1; PRMT7; ATG16L2; FAHD2A; NUDT22; AQP11; TARBP2; ANKRD13D; SIRT5; MAP6; SAMD1; NIT1; ZNF300P1; ERC1; SHOX2; TFCP2; MMAB; NECAB3; AIG1; TMEM184A; PCCA; SLC9A9; NHLH1; ZNF341; MRPS6; LINC00310; VPS45; TMEM63A; LRRC28; COX4I1; COQ9; ANKS6; RUSC1-AS1; CUL9; MORF4L2-AS1; STX16; TMEM254-AS1; SDCCAG8; DUT; TRPM4; VILL; BTNL9; RPUSD3; RUFY3; ACOT13; MRPS16; VPS26B; TET1; RBM19; SAMM50; ZNF32; TBX5; CEP152; MAP3K4; ALS2CL; RPL32P3; WDR34; TCTA; INTS8; MED12L; PIN4; SEC16B; PRCD; HHAT; SPAG8; PCGF1; NDUFA8; USP40; SCARB1; MIR30C2; PER1; LINC01550; PTCSC1; LEXM; AFDN-DT; LDAH; FLJ20021; SUGP1; C9orf123"	"N"	"gene expression"	"down"	"6hr vs 0hr"	"time of vaccination"	"6"	"hours"	"Zostavax"	"VO:0000124"	"Varicella zoster virus (VZV) antigen challenge"	"Human alphaherpesvirus 3"	"10335"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Suppl Table 1"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/bin/jiy420_suppl_supplementary_table_1.xlsx"	""	"110"	"110"	"5"	"399"	"30247603_5_399"
