""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ZNF26"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZNF26"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ZNF518A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZNF518A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"C16orf72"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"C16orf72"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RMI1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RMI1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"BAZ2B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"BAZ2B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"C6orf62"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"C6orf62"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CHD9"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CHD9"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DNAJC15"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DNAJC15"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DOCK11"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DOCK11"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"EIF4G2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EIF4G2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MAP3K1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MAP3K1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MAP3K7"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MAP3K7"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RB1CC1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RB1CC1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ST8SIA4"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ST8SIA4"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ABHD10"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ABHD10"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ACBD3"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ACBD3"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"AGL"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"AGL"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"ARMC1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ARMC1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"BIRC2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"BIRC2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"BLCAP"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"BLCAP"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"BTLA"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"BTLA"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DMAC1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DMAC1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CEPT1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CEPT1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CHCHD4"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CHCHD4"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CLN5"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CLN5"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CNOT6"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CNOT6"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"COBLL1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"COBLL1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CUL4B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CUL4B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DCP2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DCP2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DDX1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DDX1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DNAJA2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DNAJA2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"DNAJC10"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DNAJC10"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"EFR3A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EFR3A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"EIF2S1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EIF2S1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
