""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"LLGL2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LLGL2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RETREG3"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RETREG3"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"MRNIP"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MRNIP"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"LTB"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"LTB"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"MAX"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MAX"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"MDC1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MDC1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"MDN1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MDN1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KMT2A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"KMT2A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"MRPS21"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MRPS21"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"MS4A1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MS4A1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"KAT6A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"MYST3"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"NAP1L4"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"NAP1L4"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"NCAM1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"NCAM1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"NELL2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"NELL2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"NR1D1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"NR1D1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"P2RX5"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"P2RX5"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PASK"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PASK"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PDE3B"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PDE3B"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PEBP1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PEBP1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"ECI2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"ECI2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PELP1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PELP1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PHF20"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PHF20"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PHYHIP"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PHYHIP"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PPP6C"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PPP6C"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PRKCH"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PRKCH"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PRKCQ"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PRKCQ"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PRSS1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PRSS1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RAB33A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RAB33A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RASGRP2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RASGRP2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RGS14"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RGS14"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RHOH"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RHOH"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RNASE6"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RNASE6"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPA2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPA2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
