""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"MTMR1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"MTMR1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"LIN37"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"LIN37"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CAND2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CAND2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TMCO6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TMCO6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"GLCE"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"GLCE"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CDK12"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CDK12"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"LPCAT3"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"LPCAT3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ARAP2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ARAP2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"MARS1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"MARS"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RABGGTB"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RABGGTB"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"MLX"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"MLX"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"WSB2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"WSB2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CCNT2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CCNT2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RBM8A"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RBM8A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"DNAJC24"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"DNAJC24"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PYROXD1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PYROXD1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TCF4"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TCF4"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CNOT9"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RQCD1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CEP350"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CEP350"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RABL3"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RABL3"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"RGS10"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"RGS10"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"LAPTM4B"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"LAPTM4B"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"MBD4"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"MBD4"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SHMT2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SHMT2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"LRBA"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"LRBA"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PBXIP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PBXIP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"DGCR2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"DGCR2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"C1QBP"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"C1QBP"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ATP10A"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ATP10A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TOP3A"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TOP3A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"EIF5B"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"EIF5B"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"BIN1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"BIN1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
