""	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"cell_ontology_id"	"pro_ontology_id"	"response_comp_orig_cnt"	"response_comp_cnt"	"subm_obs_id"	"uniq_obs_id"	"row_key"
""	"plasmacytoid dendritic cell; B cell & CD3-, CD19+, CD20+; IgM memory B cell & CD3-, CD19+, CD20+, CD27+; CD4-positive, alpha-beta T cell & CD14-, CD3+, IL2+, ENV"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"plasmacytoid dendritic cell; B cells CD3-/CD19+CD20+; B cells CD3-/CD19+CD20+/IgD-IgM+/CD27+; T cells Cd14-/CD3+/CD4+/IL2+/ENV"	"cell type frequency"	"up"	"28d vs 0d"	"time of vaccination (first dose)"	"28"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"text (Vaccination with YF-17D induces...), Fig 4C, Fig 5A-B, Fig 5J"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000784"	""	"4"	"4"	"6"	"108"	"28687661_6_108"
""	"natural killer cell & CD14-, CD20-, CD3-; natural killer cell & CD14-, CD20-, CD3-, NKGA2+; natural killer cell & CD14-, CD20-, CD3-, NKG2-A/B-activating NK receptor+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NK cells (CD14-/CD20-/CD3-/NK); NK cells (CD14-/CD20-/CD3-/NK/NKG2A+); NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"cell type frequency"	"down"	"28d vs 0d"	"time of vaccination (first dose)"	"28"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 4D-F"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0000623"	"PR:000001889, PR:000001289, PR:000001020"	"3"	"3"	"7"	"109"	"28687661_7_109"
""	"CD4-positive, alpha-beta T cell & CD3+, CD28+; CD4-positive, alpha-beta T cell & CD3+, pKI-67+; CD8-positive, alpha-beta T cell & CD3+, pKI-67+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"T cells CD3+/CD4+/CD28+; T cells CD3+/CD4+/Ki67+; T cells CD3+/CD8+/Ki67+"	"cell type frequency"	"down"	"28d vs 0d"	"time of vaccination (first dose)"	"28"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 5E-F, Fig 5H"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000624"	"PR:000001020, PR:000001841"	"3"	"3"	"8"	"110"	"28687661_8_110"
""	"dendritic cell & CD123+, NK-"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DC (NK-/CD123)"	"cell type frequency"	"up"	"86d vs 0d"	"time of vaccination (first dose)"	"86"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 4C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0000451"	"PR:000001865"	"1"	"1"	"9"	"111"	"28687661_9_111"
""	"B cell & CD3-, CD19+, CD20+; IgM memory B cell & CD3-, CD19+, CD20+, CD27+; B cell & CD3-, CD19+, CD20+, CD27+, IgD-, IgM-; CD4-positive, alpha-beta T cell & CD14-, CD3+, IL2+, NS1"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"B cells CD3-/CD19+CD20+; B cells CD3-/CD19+CD20+/IgD-IgM+/CD27+; B cells CD3-/CD19+CD20+/IgD-IgM-/CD27+; T cells CD14-/CD3+/CD4+/IL2+/NS1"	"cell type frequency"	"up"	"86d vs 0d"	"time of vaccination (first dose)"	"86"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 5A, 5C, 5D, 5I"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000236"	"PR:000001020, PR:000001002, PR:000001289"	"4"	"4"	"10"	"112"	"28687661_10_112"
""	"natural killer cell & CD14-, CD20-, CD3-; natural killer cell & CD14-, CD20-, CD3-, NKGA2+; natural killer cell & CD14-, CD20-, CD3-, NKG2-A/B-activating NK receptor+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NK cells (CD14-/CD20-/CD3-/NK); NK cells (CD14-/CD20-/CD3-/NK/NKG2A+); NK cells (CD14-/CD20-/CD3-/NK/NKP46+)"	"cell type frequency"	"down"	"86d vs 0d"	"time of vaccination (first dose)"	"86"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 4D, 4E, 4F,"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0000623"	"PR:000001889, PR:000001289, PR:000001020"	"3"	"3"	"11"	"113"	"28687661_11_113"
""	"CD4-positive, alpha-beta T cell & CD3+, pKI-67+; CD8-positive, alpha-beta T cell & CD3+, pKI-67+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"T cells CD3+/CD4+/Ki67+; T cells CD3+/CD8+/Ki67+"	"cell type frequency"	"down"	"86d vs 0d"	"time of vaccination (first dose)"	"86"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 5F, 5H"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000624"	"PR:000001020, PR:000029630"	"2"	"2"	"12"	"114"	"28687661_12_114"
""	"dendritic cell & CD11c+; plasmacytoid dendritic cell"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CD11c-positive DC; plasmacytoid dendritic cell"	"cell type frequency"	"up"	"86d vs 0d"	"time of vaccination (first dose)"	"86"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"text, Fig 4B-C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F4/"	""	"CL:0000451"	"PR:000001013"	"2"	"2"	"13"	"115"	"28687661_13_115"
""	"B cell & CD3-, CD19+, CD20+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"B cells CD3-/CD19+CD20+"	"cell type frequency"	"up"	"14d vs 0d"	"time of vaccination (first dose)"	"14"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 5A"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F5/"	""	"CL:0000236"	"PR:000001020, PR:000001002, PR:000001289"	"1"	"1"	"14"	"116"	"28687661_14_116"
""	"dendritic cell & CD11c+, HLA-DR+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DC HLA-DR+CD11c+"	"cell type frequency"	"down"	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"14"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 6a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F6/"	""	"CL:0000451"	"PR:000001013"	"1"	"1"	"15"	"117"	"28687661_15_117"
""	"dendritic cell & CD11c+, HLA-DR+"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"DC HLA-DR+CD11c+"	"cell type frequency"	"down"	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"28"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 6a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F6/"	""	"CL:0000451"	"PR:000001013"	"1"	"1"	"16"	"118"	"28687661_16_118"
""	"natural killer cell & CD107a+, K562 cells"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NK cells NK/CD107a+/K562"	"cell type frequency"	"up"	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"28"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 6b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F6/"	""	"CL:0000623"	"PR:000002060"	"1"	"1"	"17"	"119"	"28687661_17_119"
""	"natural killer cell & TNF-a+, K562 cells"	""	""	"25"	"42"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NK cells NK/TNFa+/K562"	"cell type frequency"	"up"	"flavivirus infected vs naive participants"	"time of vaccination (first dose)"	"86"	"days"	"YF-17D"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"28687661"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/"	"Fig 6b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6681914/figure/F6/"	""	"CL:0000623"	"PR:000000134"	"1"	"1"	"18"	"120"	"28687661_18_120"
""	"CD8-positive, alpha-beta T cell & GZMB+, TIV-specific"	""	""	"18"	"45"	"years"	"60"	"blood serum"	"UBERON:0001977"	"TIV-specific CD8+ GRZ+ T lymphocyte cells"	"cell type frequency"	"up"	"S2 vs S1 as defined by hierarchical clustering of gene expression"	"time of vaccination (first dose)"	"21"	"days"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO:0004899"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Victoria/361/2011(H3N2)); influenza B virus (B/Wisconsin/01/2010)"	"2012"	""	""	""	"30843873"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486343/"	"Fig 4e"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486343/figure/F4/"	"Clusters S1 and S2 were defined based on hierarchical clustering of gene expression and were shown to be enriched with significantly different levels of influenza specific MN antibodies as well as vaccination routes for d21/d0."	"CL:0000625"	"PR:000003499"	"1"	"1"	"1"	"121"	"30843873_1_121"
""	"CD8-positive, alpha-beta T cell & GZMB+, TIV-specific"	""	""	"18"	"45"	"years"	"60"	"blood serum"	"UBERON:0001977"	"T cell responder TIV-specific CD8+ GRZ+"	"cell type frequency"	"up"	"S2 vs S1 as defined by hierarchical clustering of gene expression"	"time of vaccination (first dose)"	"21"	"days"	"2012-2013 seasonal trivalent inactivated influenza vaccine (TIV)"	"VO:0004899"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Victoria/361/2011(H3N2)); influenza B virus (B/Wisconsin/01/2010)"	"2012"	""	""	""	"30843873"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486343/"	"Fig 3f"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486343/figure/F3/"	"Clusters S1 and S2 were defined based on hierarchical clustering of gene expression and were shown to be enriched with significantly different levels of influenza specific MN antibodies as well as vaccination routes for d21/d0."	"CL:0000625"	"PR:000003499"	"1"	"1"	"2"	"122"	"30843873_2_122"
""	"myeloid dendritic cell & CD86-positive"	""	""	"18"	"45"	"years"	"15"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD86+ myeloid dendritic cell (DC)"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"YF-17D vaccine"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"19029902"	"2009"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"Suppl Fig 1c"	""	""	"CL:0000782"	"PR:000001412"	"1"	"1"	"1"	"123"	"19029902_1_123"
""	"myeloid dendritic cell & CD86-positive"	""	""	"18"	"45"	"years"	"15"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD86+ myeloid dendritic cell (DC)"	"cell type frequency"	"up"	"3d vs 1d"	"time of vaccination (first dose)"	"3"	"days"	"YF-17D vaccine"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"19029902"	"2009"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"Suppl Fig 1c"	""	""	"CL:0000782"	"PR:000001412"	"1"	"1"	"2"	"124"	"19029902_2_124"
""	"myeloid dendritic cell & CD86-positive; monocyte & CD86+"	""	""	"18"	"45"	"years"	"15"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD86+ myeloid dendritic cell (DC); CD86+ monocyte"	"cell type frequency"	"up"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"YF-17D vaccine"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"19029902"	"2009"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"Suppl Fig 1c"	""	""	"CL:0000782"	"PR:000001412"	"2"	"2"	"3"	"125"	"19029902_3_125"
""	"myeloid dendritic cell & CD86-positive"	""	""	"18"	"45"	"years"	"15"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD86+ myeloid dendritic cell (DC)"	"cell type frequency"	"up"	"21d vs 7d"	"time of vaccination (first dose)"	"21"	"days"	"YF-17D vaccine"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"19029902"	"2009"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"Suppl Fig 1c"	""	""	"CL:0000782"	"PR:000001412"	"1"	"1"	"4"	"126"	"19029902_4_126"
""	"plasmacytoid dendritic cell & CD86+; monocyte & CD86-positive, CD16-positive, inflammatory"	""	""	"18"	"45"	"years"	"15"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD86+ plasmacytoid dendritic cell (pDC); CD86+ CD16+ inflammatory monocyte"	"cell type frequency"	"up"	"7d vs 1d"	"time of vaccination (first dose)"	"7"	"days"	"YF-17D vaccine"	"VO:0003134"	""	"yellow fever virus 17D"	""	""	""	""	"19029902"	"2009"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4049462/"	"Suppl Fig 1c"	""	""	"CL:0000784"	"PR:000001412 "	"2"	"2"	"5"	"127"	"19029902_5_127"
""	"CD4-positive, alpha-beta T cell"	""	""	"50"	"74"	"years"	"135"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD4+ T cells"	"cell type frequency"	"up"	"females vs males"	"time of vaccination (first dose)"	"0"	"days"	"Fluarix"	"VO:0000045"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"Fig 4b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/figure/F4/"	"Caucasion older adults (50-74)"	"CL:0000624"	""	"1"	"1"	"1"	"128"	"30873150_1_128"
""	"natural killer cell"	""	""	"50"	"74"	"years"	"135"	"peripheral blood mononuclear cell"	"CL:2000001"	"NK cell"	"cell type frequency"	"up"	"males vs females"	"time of vaccination (first dose)"	"0"	"days"	"Fluarix"	"VO:0000045"	""	"influenza A virus (A/California/7/2009(H1N1)); influenza A virus (A/Perth/16/2009(H3N2)); influenza B virus (B/Brisbane/60/2008)"	"2010"	""	""	""	"30873150"	"2019"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/"	"Fig 4b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400991/figure/F4/"	"Caucasion older adults (50-74)"	"CL:0000623"	""	"1"	"1"	"2"	"129"	"30873150_2_129"
""	"CD4-positive, alpha-beta T cell & IFNG+, VZV-specific"	""	""	"70"	"93"	"years"	"30"	"blood"	"UBERON:0000178"	"T cells IFNg producing VZV-specific CD4+"	"cell type frequency"	"up"	"pre-vaccination vs 72hrs post-vaccination"	"time of VZV antigen challenge"	"72"	"hours"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 2e"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F2/"	"2:1 ratio of female:male"	"CL:0000624"	"PR:000000017"	"1"	"1"	"1"	"130"	"30247603_1_130"
""	"CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"T cells CD4+; T cells CD8+"	"cell type frequency"	"up"	"pre-vaccination vs 3d post-VZV antigen challenge"	"time of VZV antigen challenge"	"3"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 3a-c"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F3/"	"2:1 ratio of female:male"	"CL:0000624"	""	"2"	"2"	"2"	"131"	"30247603_2_131"
""	"CD8-positive, alpha-beta T cell & pKI-67+"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"T cells CD8+ Ki67+"	"cell type frequency"	"up"	"pre-vaccination vs 3d post-VZV antigen challenge"	"time of VZV antigen challenge"	"3"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 4b-c"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F4/"	"2:1 ratio of female:male"	"CL:0000625"	"PR:000029630"	"1"	"1"	"3"	"132"	"30247603_3_132"
""	"CD4-positive, alpha-beta T cell; CD8-positive, alpha-beta T cell"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"T cells CD4+; T cells CD8+"	"cell type frequency"	"up"	"pre-vaccination vs 7d post-VZV antigen challenge"	"time of VZV antigen challenge"	"7"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 3a-c"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F3/"	"2:1 ratio of female:male"	"CL:0000624"	""	"2"	"2"	"4"	"133"	"30247603_4_133"
""	"CD8-positive, alpha-beta T cell & pKI-67+"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"T cells CD8+ Ki67+"	"cell type frequency"	"up"	"pre-vaccination vs 7d post-VZV antigen challenge"	"time of VZV antigen challenge"	"7"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 4b-c"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F4/"	"2:1 ratio of female:male"	"CL:0000625"	"PR:000029630"	"1"	"1"	"5"	"134"	"30247603_5_134"
""	"regulatory T cell & FOXP3+"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"T cells CD4+ Tregs Foxp3+"	"cell type frequency"	"down"	"pre-vaccination vs 3d post-VZV antigen challenge"	"time of VZV antigen challenge"	"3"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 4e"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F4/"	"2:1 ratio of female:male"	"CL:0000815"	"PR:000001350 "	"1"	"1"	"6"	"135"	"30247603_6_135"
""	"regulatory T cell & FOXP3+"	""	""	"70"	"93"	"years"	"30"	"skin of body"	"UBERON:0002097"	"T cells CD4+ Tregs Foxp3+"	"cell type frequency"	"down"	"pre-vaccination vs 7d post-VZV antigen challenge"	"time of VZV antigen challenge"	"7"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"30247603"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/"	"Fig 4e"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6151076/figure/F4/"	"2:1 ratio of female:male"	"CL:0000815"	"PR:000001350 "	"1"	"1"	"7"	"136"	"30247603_7_136"
""	"natural killer cell & CD3-, CD56-dim"	""	"subgroup high antibody responders"	"18"	"45"	"years"	"14"	"peripheral blood mononuclear cell"	"CL:2000001"	"CD3- CD56dim Natural Killer cells"	"cell type frequency"	"up"	"14d vs 0hr"	"time of vaccination (first dose)"	"14"	"days"	"CN54gp140"	"VO:0004891"	""	"human immunodeficiency virus 1"	""	"GLA-AF"	""	""	"29535712"	"2018"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/"	"Fig 4"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5834766/figure/F4/"	"1 intramuscular dose"	"CL:0000623"	"PR:000001020, PR:000001024"	"1"	"1"	"1"	"137"	"29535712_1_137"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	""	"25"	"40"	"years"	"25"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"up"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"1"	"138"	"28607114_1_138"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	""	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"up"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"2"	"139"	"28607114_2_139"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	""	"25"	"40"	"years"	"25"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"up"	"90d vs 0d"	"time of vaccination (first dose)"	"90"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"3"	"140"	"28607114_3_140"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	""	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"up"	"90d vs 0d"	"time of vaccination (first dose)"	"90"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"4"	"141"	"28607114_4_141"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	""	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"up"	"180d vs 0d"	"time of vaccination (first dose)"	"180"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"5"	"142"	"28607114_5_142"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	"adults (25-40), seniors (60-80)"	"25"	"80"	"years"	"58"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"up"	"young adults vs old adults"	"time of vaccination (first dose)"	"0"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"6"	"143"	"28607114_6_143"
""	"CD4-positive, alpha-beta memory T cell & VZV-specific"	""	""	"25"	"80"	"years"	"58"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+"	"cell type frequency"	"down"	"young adults vs old adults"	"time of vaccination (first dose)"	"180"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1a"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	""	"1"	"1"	"7"	"144"	"28607114_7_144"
""	"CD4-positive, alpha-beta memory T cell & IL2+, BCL2+, VZV-specific"	""	""	"25"	"40"	"years"	"25"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+ IL2+ BCL2+"	"cell type frequency"	"up"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	"PR:000001379, PR:000002307 "	"1"	"1"	"8"	"145"	"28607114_8_145"
