"","submission_name","submission_date","template_name","response_component","curation_date","cohort","age_min","age_max","age_units","number_subjects","tissue_type","tissue_type_term_id","response_component_original","is_model","response_behavior_type","response_behavior","comparison","baseline_time_event","time_point","time_point_units","exposure_material_id","additional_exposure_material","target_pathogen_taxonid","vaccine_year","adjuvant","route","scheduling","publication_reference_id","publication_reference_url","publication_date","signature_source","signature_source_url","comments","response_comp_orig_cnt","response_comp_cnt","subm_obs_id","uniq_obs_id","row_key","signature_file","signature_file_complete"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SPRY2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SPRY2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ENG","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ENG","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","STAB1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","STAB1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MRAS","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MRAS","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","DAB2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","DAB2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MITF","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MITF","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ASPHD1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ASPHD1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GPC4","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GPC4","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FLVCR2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FLVCR2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","NIBAN2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","NIBAN2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MYOF","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MYOF","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","HK3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","HK3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CD63","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CD63","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CD33","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CD33","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","NLRC4","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","NLRC4","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CA2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CA2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CEBPA","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CEBPA","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LHFPL2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LHFPL2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LINC01010","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LINC01010","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","S100A6","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","S100A6","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CORO1C","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CORO1C","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FGL2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FGL2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","C5AR1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","C5R1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LMNA","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LMNA","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ME1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ME1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","METTL7B","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","METTL7B","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CCR5","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CCR5","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","C1orf54","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","C1orf54","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PPARG","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PPARG","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SIRPA","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SIRPA","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ALDH1A2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ALDH1A2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","EGR2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","EGR2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","PLBD1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","PLBD1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","NPL","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","NPL","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","S100A4","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","S100A4","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
